date_time,Dependent ,var1,var2,var3,var4,var5,var6,var7,var8
2015-10-11T07:00:00Z,414.9572449,2,16,5.680167198,0.70204699,7.591874599,3.4599998,1.430627227,10.62769508
2015-10-11T07:10:00Z,494.1148682,2,30,5.814045906,0.856114745,8.331474304,2.673899889,1.17734468,10.2475071
2015-10-11T07:20:00Z,541.9777222,2,16,6.073006153,0.756127834,8.426399231,3.109899998,0.933628619,11.29218006
2015-10-11T07:30:00Z,352.654541,2,16,5.118218422,0.787299573,8.143275261,2.726475,0.956274748,10.82754612
2015-10-11T07:40:00Z,333.5432129,2,16,5.083810806,0.955603838,7.773474693,2.469099998,1.067373276,10.77062798
2015-10-11T07:50:00Z,547.4465332,2,16,6.243422985,0.883856833,8.811599731,3.76687479,0.935609162,11.04802513
2015-10-11T08:00:00Z,474.5245972,2,16,5.490852356,0.795953572,7.773474693,2.887499809,1.000060439,11.58317947
2015-10-11T08:10:00Z,540.0866699,2,16,5.622527122,0.844027281,8.331474304,3.224399805,0.95253104,12.51174355
2015-10-11T08:20:00Z,493.0769348,2,16,5.729757786,0.889094889,8.617899895,2.833274841,1.341652989,13.96388531
2015-10-11T08:30:00Z,420.4922791,2,16,5.471188068,0.821695864,7.682400227,3.166874886,1.262609363,13.48775291
2015-10-11T08:40:00Z,590.6348267,2,30,5.863073349,1.064525604,8.909274101,3.109899998,1.196634889,13.37928486
2015-10-11T08:50:00Z,696.24646,2,30,6.457105637,1.010885239,10.33447456,3.64247489,4.670418262,13.75817776
2015-10-11T09:00:00Z,1254.358643,2,30,7.791517258,1.38104248,12.44109917,4.219599724,1.147782683,14.11367702
2015-10-11T09:10:00Z,1335.949219,2,30,7.903760433,1.257458448,13.02847385,4.629099846,3.405586958,13.8298645
2015-10-11T09:20:00Z,390.1719971,2,16,5.159575939,1.341758728,9.007499695,1.696874976,3.285142422,10.05315495
2015-10-11T09:30:00Z,270.2616577,2,16,4.633800507,1.066164255,8.331474304,1.656399965,1.811147213,9.405755043
2015-10-11T09:40:00Z,403.4352722,2,16,5.379123688,0.874702334,8.237099648,2.673899889,0.992408872,10.08387852
2015-10-11T09:50:00Z,533.1316528,2,16,5.237816811,0.900203526,7.865099907,3.109899998,0.946136117,10.73980713
2015-10-11T10:00:00Z,557.8025513,2,16,5.2452178,0.959125221,8.811599731,2.621874809,0.994068027,10.81632233
2015-10-11T10:10:00Z,608.8831177,2,30,5.589629173,0.822534084,8.521874428,3.224399805,0.904096425,10.61189651
2015-10-11T10:20:00Z,650.4100952,2,16,6.016967773,0.850656033,8.811599731,3.957599878,1.459864616,11.3436842
2015-10-11T10:30:00Z,376.6723938,2,16,5.69346571,1.036927104,9.506874084,2.369999886,6.500013351,12.22705555
2015-10-11T10:40:00Z,987.444458,2,30,6.817531586,1.540531397,11.08749962,3.400274992,2.991378069,13.16289043
2015-10-11T10:50:00Z,1649.666382,2,30,10.11810017,2.120322466,16.70639992,4.421874523,6.412504673,13.70884132
2015-10-11T11:00:00Z,1683.775024,2,30,12.09250927,1.9479177,17.38727379,6.382275105,9.67307663,13.91703415
2015-10-11T11:10:00Z,1674.425537,2,30,10.64621639,2.057573318,18.50527382,5.584274769,7.403012276,13.82936764
2015-10-11T11:20:00Z,1230.46228,2,30,8.916546822,1.920200109,15.1283989,4.421874523,6.415220737,13.66140842
2015-10-11T11:30:00Z,719.8759766,2,30,6.806778431,1.786843777,12.20999908,3.282474995,6.36341238,13.18360519
2015-10-11T11:40:00Z,616.6575928,2,16,5.755961418,1.137697458,9.710474014,2.887499809,2.674540281,13.2753706
2015-10-11T11:50:00Z,849.4140015,2,30,6.80937767,1.124364495,10.65390015,3.581099749,5.09152174,13.5588131
2015-10-11T12:00:00Z,885.6975098,2,16,7.253934383,1.401111484,11.4184742,3.64247489,5.067878246,13.00487995
2015-10-11T12:10:00Z,635.3179321,2,16,6.717764854,1.097260714,9.405899048,3.76687479,6.50293541,11.8499012
2015-10-11T12:20:00Z,572.3013916,2,30,5.841918468,0.927206516,9.007499695,3.224399805,1.947353601,11.50095844
2015-10-11T12:30:00Z,412.2458496,2,16,5.584406376,0.894204557,8.617899895,2.99759984,3.502102375,11.29609203
2015-10-11T12:40:00Z,629.168335,2,30,5.907109737,1.062433481,9.608399391,3.282474995,0.979040205,11.09267616
2015-10-11T12:50:00Z,375.2695923,2,16,5.390671253,0.855726004,9.007499695,2.942274809,3.941952229,10.97616005
2015-10-11T13:00:00Z,376.9537964,2,16,5.151334286,0.775067091,8.237099648,3.053474903,1.08975327,10.58773994
2015-10-11T13:10:00Z,397.0534973,2,16,5.192294121,0.687906384,7.412475109,3.282474995,0.962941706,10.27514744
2015-10-11T13:20:00Z,413.9639893,2,16,5.313965321,0.807580709,7.865099907,3.224399805,0.983531535,10.40341282
2015-10-11T13:30:00Z,343.70755,2,16,5.06382513,0.7406106,7.323599339,1.951274991,0.970135033,10.35643578
2015-10-11T13:40:00Z,408.2627563,2,16,5.020581245,0.711083412,7.412475109,2.942274809,0.986948252,10.64860725
2015-10-11T13:50:00Z,495.5312195,2,16,5.280186653,0.798768997,8.617899895,2.726475,1.007827997,11.41008472
2015-10-11T14:00:00Z,261.2212219,2,16,4.268582821,0.764656246,6.716874599,1.864274979,1.331672549,11.6684885
2015-10-11T14:10:00Z,93.41316986,2,16,3.476531982,0.635337949,6.137099743,1.538274884,2.948830843,11.05927849
2015-10-11T14:20:00Z,19.89704323,2,16,2.92789197,0.599976838,5.584274769,1.656399965,3.363949537,10.98108578
2015-10-11T14:30:00Z,-6.669776917,1,406,2.804129601,0.47972554,5.131874561,1.538274884,39.83552551,11.2879076
2015-10-11T14:40:00Z,-5.49975729,1,501,2.843462467,0.534724295,4.769999504,1.538274884,55.60536575,11.85122299
2015-10-11T14:50:00Z,-5.050512314,1,501,2.583179235,0.499353766,4.490399837,1.538274884,54.10540009,12.26577473
2015-10-11T15:00:00Z,-4.915670395,1,501,2.606419325,0.475858182,4.353899956,1.577099919,63.64260864,12.4489336
2015-10-11T15:10:00Z,-4.943562031,1,501,2.416794062,0.451050937,4.153274536,1.538274884,63.94462967,13.04477024
2015-10-11T15:20:00Z,-5.272364616,7,203,2.25408411,0.326665819,3.957599878,1.5,72.57925415,13.25838661
2015-10-11T15:30:00Z,-5.347744942,7,203,2.198859215,0.343526781,3.76687479,1.5,71.03852844,13.72395325
2015-10-11T15:40:00Z,-4.797323704,7,203,1.873062253,0.255558401,3.282474995,1.5,77.58631134,14.61838722
2015-10-11T15:50:00Z,-6.257632256,1,203,2.076990366,0.323410362,4.022274971,1.5,76.0914917,14.50319958
2015-10-11T16:00:00Z,-9.068823814,7,203,2.421712637,0.372552574,4.087499619,1.577099919,77.55775452,13.8478775
2015-10-11T16:10:00Z,-10.56172466,7,203,2.061589718,0.396043777,4.219599724,1.5,82.00011444,14.81273556
2015-10-11T16:20:00Z,-9.406644821,7,203,2.048913002,0.379426092,3.957599878,1.5,82.00011444,16.08758354
2015-10-11T16:30:00Z,-5.911615849,7,203,1.871332526,0.298481435,3.704399824,1.5,77.57254028,17.14545441
2015-10-11T16:40:00Z,-5.494228363,1,203,2.109847546,0.484949946,3.829899788,1.5,77.57301331,16.58080482
2015-10-11T16:50:00Z,-5.980985165,1,501,2.612999439,0.449745417,4.022274971,1.538274884,63.18710327,16.94335938
2015-10-11T17:00:00Z,-5.029037952,1,501,2.320313931,0.449194819,4.087499619,1.538274884,54.46691895,17.38660622
2015-10-11T17:10:00Z,-5.476286411,1,501,2.432137251,0.509044886,4.087499619,1.577099919,69.03366852,17.29808617
2015-10-11T17:20:00Z,-5.573758125,3,602,3.015492201,0.751643777,5.661599636,1.538274884,40.46907425,17.52877235
2015-10-11T17:30:00Z,44.56786728,2,16,3.370170593,0.774308324,5.896874905,1.696874976,3.60939002,17.88205338
2015-10-11T17:40:00Z,97.09118652,2,16,3.937144279,0.971339166,7.235275269,1.538274884,2.940424442,17.67223358
2015-10-11T17:50:00Z,229.9291382,2,16,4.614025593,0.991464198,8.237099648,1.951274991,1.653952956,17.18964386
2015-10-11T18:00:00Z,206.5624084,2,16,4.615147114,0.92828393,8.331474304,1.577099919,2.449452877,17.00386429
2015-10-11T18:10:00Z,164.2322235,2,16,4.35360527,0.874344945,6.80189991,1.779474974,2.20341897,16.82396126
2015-10-11T18:20:00Z,98.88861084,3,602,3.886884212,1.185047746,7.412475109,1.656399965,2.571868181,17.43968201
2015-10-11T18:30:00Z,1.445212007,3,602,3.126266956,0.659978747,4.985475063,1.538274884,3.533581018,17.86310005
2015-10-11T18:40:00Z,-6.611302853,3,602,2.880530357,0.633590579,5.35559988,1.538274884,2.502978086,18.40288544
2015-10-11T18:50:00Z,-5.913713932,1,701,2.506450891,0.556345463,4.087499619,1.538274884,2.101599216,19.33633804
2015-10-11T19:00:00Z,-5.83782053,3,601,3.030143261,0.692983449,5.280474663,1.538274884,46.41102982,19.2781868
2015-10-11T19:10:00Z,0.411889821,3,602,3.113730192,0.886004806,5.976399422,1.5,4.260808468,18.85733604
2015-10-11T19:20:00Z,-8.068682671,3,602,2.863117933,0.653821349,4.913099766,1.538274884,2.213321447,19.3279705
2015-10-11T19:30:00Z,-4.851528645,3,602,3.178398132,0.778582215,5.661599636,1.616474986,2.966112614,19.17931557
2015-10-11T19:40:00Z,60.53003311,2,16,3.638885021,0.988179207,6.218274593,1.616474986,3.458057642,18.88046074
2015-10-11T19:50:00Z,43.18129349,2,16,3.395214796,0.70707202,5.280474663,1.616474986,3.763744354,19.19089127
2015-10-11T20:00:00Z,30.75930595,3,602,3.341639757,0.806399167,6.887474537,1.538274884,2.773709774,19.25828934
2015-10-11T20:10:00Z,116.3540802,2,16,3.725159883,0.974147558,7.682400227,1.616474986,3.040416956,19.49855042
2015-10-11T20:20:00Z,120.3558121,2,16,4.327677727,1.029501557,7.501899242,1.864274979,3.081590652,19.54432106
2015-10-11T20:30:00Z,392.7970886,2,16,5.026118279,1.149729609,9.205598831,2.08589983,1.669155002,19.25895691
2015-10-11T20:40:00Z,659.5696411,2,30,5.812608719,1.5199821,10.0199995,2.469099998,1.109890223,18.94138718
2015-10-11T20:50:00Z,656.4396973,2,30,6.261173725,1.107416868,9.205598831,3.520274878,1.955063343,18.8224678
2015-10-11T21:00:00Z,673.6949463,2,30,6.26875639,1.170274258,10.44039917,2.519474745,1.486534595,19.02735138
2015-10-11T21:10:00Z,700.8709717,2,30,6.744757652,1.071261048,10.0199995,2.225474834,3.595245838,18.89134789
2015-10-11T21:20:00Z,799.5487061,2,30,7.148415565,1.627754688,12.09527397,2.5704,5.634243965,18.73210716
2015-10-11T21:30:00Z,1170.088135,2,16,7.51934576,1.528901339,13.02847385,3.64247489,1.454851627,18.72701263
2015-10-11T21:40:00Z,805.9005737,2,30,6.65630579,1.21288836,10.97827435,3.224399805,1.854201436,18.78144455
2015-10-11T21:50:00Z,1319.003418,2,30,7.947207451,1.446457624,13.38749981,4.219599724,1.835746408,18.44159317
